Pagina,Patron_Censura,Texto_Detectado,Contexto_60chars,Personas_en_Pagina
1460,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1460,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 l,
1460,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 l .-i 4. J At,
1460,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 l .-i 4. J At JOI I 4 I,
1460,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 l .-i 4. J At JOI I 4 I .ei I ... .,
1460,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 l .-i 4. J At JOI I 4 I .ei I ... .-1 I 4 .. i,
1460,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 l .-i 4. J At JOI I 4 I .ei I ... .-1 I 4 .. ill .... I -,
1461,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Jane Doe 2 j lMPQRTANT MESSAGE I -I ..I :1:-,_",
1461,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Jane Doe 2 j lMPQRTANT MESSAGE I -I ..I :1:-,_.; FOR ----",
1461,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Jane Doe 2 j lMPQRTANT MESSAGE I -I ..I :1:-,_.; FOR ----,_..--. .r;",
1463,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 ; .. I -: . . . : f . : - . .t E ;,
1463,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 ; .. I -: . . . : f . : - . .t E ; .. - I. ..,
1463,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Jane Doe 2 ; .. I -: . . . : f . : - . .t E ; .. - I. .. , . t I . .",
1464,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 f IMPORTANT MESSAGf: I : lr1 ;rp ..,
1464,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Jane Doe 2 f IMPORTANT MESSAGf: I : lr1 ;rp .... Z,:t;O j",
1464,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Jane Doe 2 f IMPORTANT MESSAGf: I : lr1 ;rp .... Z,:t;O j I M ______",
1465,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Ja Jane Doe 2 I IMPORTANT MESSAG FOR TELEPHONED. PLEASE C,
1465,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Ja Jane Doe 2 I IMPORTANT MESSAG FOR TELEPHONED. PLEASE CALt:. . CAME T,
1466,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 IMPORTANT MESSAGE I I IMPORTANTM.ESE I : .....,
1466,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 IMPORTANT MESSAGE I I IMPORTANTM.ESE I : ...... - FOR I :,
1467,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 TELEPHONED CAME TO SEE YOU WANTS TO SEE YOU RE,
1467,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 TELEPHONED CAME TO SEE YOU WANTS TO SEE YOU RETURNED YOUR,
1468,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 f 1MPORTANT MESSAGE I FOR f;Jtls-DA,
1468,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 f 1MPORTANT MESSAGE I FOR f;Jtls-DATE TIME fJ2,
1468,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 f 1MPORTANT MESSAGE I FOR f;Jtls-DATE TIME fJ2 ; 0 ::. M.,
1469,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Ja Jane Doe 2 Jane Doe 2 TELEPHONED PLEASE CALL . CAME TO SEE YOU WILL,
1469,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Ja Jane Doe 2 Jane Doe 2 TELEPHONED PLEASE CALL . CAME TO SEE YOU WILL CALL AGAIN,
1470,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 I MPORTANT MESSAGE I . ... _.,, ........ FOR :",
1470,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 I MPORTANT MESSAGE I . ... _.,, ........ FOR : PATE 2 4tJ",
1471,\b[jJ]ane\s+[dD]oe\b,Jane Doe,J Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 .vur I I IMPORTANT MESSA,
1471,\b[jJ]ane\s+[dD]oe\b,Jane Doe,J Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 .vur I I IMPORTANT MESSAGE I FOR .J,
1471,\b[jJ]ane\s+[dD]oe\b,Jane Doe,J Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 .vur I I IMPORTANT MESSAGE I FOR .Ji PHONE MOB,
1471,\b[jJ]ane\s+[dD]oe\b,Jane Doe,J Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 .vur I I IMPORTANT MESSAGE I FOR .Ji PHONE MOBJ........_,
1472,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 .. I IMPORTANT MESSAGE I FOR ;;:,- DATE ,1o TI",
1472,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 .. I IMPORTANT MESSAGE I FOR ;;:,- DATE ,1o TIME f t M OF",
1473,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 I IMPORTANT MESSAGE FOR :r.. . DATE l I j_ L 7 .- A.M, TI",
1475,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 f IMPORTANT MESSAGE J FOR ___ --;.... .....,_t",
1475,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 f IMPORTANT MESSAGE J FOR ___ --;.... .....,_t--..,F__. _",
1476,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Jane Doe 2 __.: ; : _., 8 1 --- - -J IMPORTANT",
1476,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Jane Doe 2 __.: ; : _., 8 1 --- - -J IMPORTANT MESSu ...",
1476,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Jane Doe 2 __.: ; : _., 8 1 --- - -J IMPORTANT MESSu ... ,- ,. j FOR",
1477,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 I IMPORTANT MESSAGE FOR DATE M PHONE MOBIL TELEPHONED CAM,
1478,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 IMPORTANT MESSAGE I FOR ..;;:-. DATE .9 Ltll .,
1478,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 IMPORTANT MESSAGE I FOR ..;;:-. DATE .9 Ltll .s-j , TIME",
1479,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 ,. i f ; I I",
1479,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 ,. i f ; I I i j I I i ,",
1479,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 ,. i f ; I I i j I I i ,. , i I . -",
1479,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 ,. i f ; I I i j I I i ,. , i I . - IMPORTANT",
1479,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 ,. i f ; I I i j I I i ,. , i I . - IMPORTANT MESSAGE DAT",
1480,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 IMPORTANT MESSAGE FOR J: E. D E2..0,
1480,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 IMPORTANT MESSAGE FOR J: E. D E2..0. M OF ____,
1480,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 IMPORTANT MESSAGE FOR J: E. D E2..0. M OF ______________,
1481,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja Jane Doe 2 I rMPORTAN,
1481,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja Jane Doe 2 I rMPORTANT MESSAGE f,
1481,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja Jane Doe 2 I rMPORTANT MESSAGE f FOR ..:;f,
1481,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja Jane Doe 2 I rMPORTANT MESSAGE f FOR ..:;f C.-... DATE,
1481,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja Jane Doe 2 I rMPORTANT MESSAGE f FOR ..:;f C.-... DATE j I ;-, I O 5",
1482,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 I IMPORTANT MESSAGE I FOR_-r-___ .E ....... __,
1482,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 I IMPORTANT MESSAGE I FOR_-r-___ .E ....... __. _________,
1483,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 I IMPORTANT M,
1483,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 I IMPORTANT MESSAGE f FO,
1483,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 I IMPORTANT MESSAGE f FOR_--.,__._,",
1483,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 I IMPORTANT MESSAGE f FOR_--.,__._,_ ______ _.",
1483,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 I IMPORTANT MESSAGE f FOR_--.,__._,_ ______ _..:...._...,",
1484,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Ja Jane Doe 2 r. II IMPORTANT MESSAGE I FOR---,
1484,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Ja Jane Doe 2 r. II IMPORTANT MESSAGE I FOR-----1----E---,
1484,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Jane Doe 2 Ja Jane Doe 2 r. II IMPORTANT MESSAGE I FOR-----1----E------------- CAM,
1502,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Laura A. Menninger, Esq. June 30, 2016 Page 6 of 12 11 7",
1504,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Laura A. Menninger, Esq . June 30, 2016 Page 8 of 12 193",
1506,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Laura A. Menninger, Esq. June 30, 2016 Page 10 of 12 269",
1526,\b[jJ]ane\s+[dD]oe\b,Jane Doe,xDeGeorgieou xDionne xDubin xEspinoza xFarmer xWard xFekkai Jane Doe 2 Jane Doe 2 - -- - Case 1:15-cv-07433-LAP Document 1327-17,
1526,\b[jJ]ane\s+[dD]oe\b,Jane Doe,u xDionne xDubin xEspinoza xFarmer xWard xFekkai Jane Doe 2 Jane Doe 2 - -- - Case 1:15-cv-07433-LAP Document 1327-17 Filed 0105,
1527,\b[jJ]ane\s+[dD]oe\b,Jane Doe,e of Courtney xZinoview 4. Lawyer names You have withdrawn. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 J -- - I - Case 1:15-cv-,
1527,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ey xZinoview 4. Lawyer names You have withdrawn. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 J -- - I - Case 1:15-cv-07433-LAP D,
1527,\b[jJ]ane\s+[dD]oe\b,Jane Doe,w 4. Lawyer names You have withdrawn. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 J -- - I - Case 1:15-cv-07433-LAP Document 132,
1527,\b[jJ]ane\s+[dD]oe\b,Jane Doe,names You have withdrawn. Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 J -- - I - Case 1:15-cv-07433-LAP Document 1327-17 Filed,
1532,\b[jJ]ane\s+[dD]oe\b,Jane Doe,doe 117 model 118 actress 123 vanity w 3 fair 342 underage Jane Doe 2 Case 1:15-cv-07433-LAP Document 1327-18 Filed 010524 Page,
1533,\b[jJ]ane\s+[dD]oe\b,Jane Doe,a x Friedman x Gibson-Butte x Gramza x Gany x Grant x Groff Jane Doe 2 Jane Doe 2 I - I - - Case 1:15-cv-07433-LAP Document 1327,
1533,\b[jJ]ane\s+[dD]oe\b,Jane Doe,n x Gibson-Butte x Gramza x Gany x Grant x Groff Jane Doe 2 Jane Doe 2 I - I - - Case 1:15-cv-07433-LAP Document 1327-18 Filed 0,
1534,\b[jJ]ane\s+[dD]oe\b,Jane Doe,la x Visosky x Wexner x Wild surname of Courtney x Zinoview Jane Doe Jane Doe 2 Jane Doe 2 Jane Doe 2 I - I I I Case 1:15-cv-074,
1534,\b[jJ]ane\s+[dD]oe\b,Jane Doe,sky x Wexner x Wild surname of Courtney x Zinoview Jane Doe Jane Doe 2 Jane Doe 2 Jane Doe 2 I - I I I Case 1:15-cv-07433-LAP Do,
1534,\b[jJ]ane\s+[dD]oe\b,Jane Doe,r x Wild surname of Courtney x Zinoview Jane Doe Jane Doe 2 Jane Doe 2 Jane Doe 2 I - I I I Case 1:15-cv-07433-LAP Document 1327,
1534,\b[jJ]ane\s+[dD]oe\b,Jane Doe,rname of Courtney x Zinoview Jane Doe Jane Doe 2 Jane Doe 2 Jane Doe 2 I - I I I Case 1:15-cv-07433-LAP Document 1327-18 Filed 0,
1548,"X{3,}",XXXX,"ld you consider, Ghislaine Maxwell 1 Case No.: 502008CA28051XXXXMB AB, In the Circuit Court of the Fifteenth Judicial Circui",Jeffrey Epstein; Ghislaine Maxwell
1585,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Laura A. Menninger, Esq. June 30, 2016 Page 3 of 12 3 eps",
1588,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Laura A. Menninger, Esq. June 30, 2016 Page 6",
1588,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Laura A. Menninger, Esq. June 30, 2016 Page 6 of 12 117 m",
1589,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Laura A. Menninger, Esq. June 30, 2016 Page 7 of 12 155 c",
1590,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Laura A. Menninger, Esq . June 30, 2016 Page 8 of 12 193",
1592,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Laura A. Menninger, Esq. June 30, 2016 Page 10",
1592,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Jane Doe 2 Laura A. Menninger, Esq. June 30, 2016 Page 10 of 12 269",
1593,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Laura A. Menninger, Esq. June 30, 2016 Page 11 of12 307 c",
1617,\b[jJ]ane\s+[dD]oe\b,Jane Doe,rgin 24 Islands. 25 Do you recall doing any activities with Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 132,
1626,"X{3,}",XXXX,"IN AND FOR PALM BEACH COUNTY, FLORIDA CASE NO:502008CA028051XXXXMB AB L.M. Plaintiff, -vsJEFFREY EPSTEIN AND SARAH KELLEN, D",
1639,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"and Ms. Maxwell as she included in her book manuscript, her Jane Doe #102 Complaint and in the story she sold to the Daily Mail.",Jeffrey Epstein; Ghislaine Maxwell; Virginia Giuffre; Bill Clinton; Alan Dershowitz
1672,\bredacted\b,redacted,"will see some redactions in 3 this report, Ms. Maxwell, the redacted 4 information is redacted because it reveals 5 the name of",Jeffrey Epstein
1672,\bredacted\b,redacted,"n 3 this report, Ms. Maxwell, the redacted 4 information is redacted because it reveals 5 the name of a minor, someone who is un",Jeffrey Epstein
1679,\bredacted\b,redacted,"op of that document, about 14 three lines down, you see the redacted 15 portions where there is black so it blacks 16 out the na",Jeffrey Epstein
1679,\bredacted\b,redacted,re is black so it blacks 16 out the name. 17 A. I see black redacted portions. 18 Q. Thats a black redaction of the 19 name of t,Jeffrey Epstein
1688,\bredacted\b,redacted,"laine. And it says, 19 Would it be helpful to have and then redacted 20 come to Palm Beach today to stay here and 21 help train",
1690,\bredacted\b,redacted,"e top, it says, for 13 Mr. J. 11804 and then the name is 14 redacted. It says, I have a female for him. 15 Why would a minor be",Jeffrey Epstein
1690,\bredacted\b,redacted,these are 23 police reports and minors names have to be 24 redacted for privacy purposes 25 MR. PAGLIUCA: Objection to the Page,Jeffrey Epstein
1691,\bredacted\b,redacted,its unlikely. 14 MR. PAGLIUCA: Do you know why this 15 isnt redacted if you are representing 16 all the names of people who are,Jeffrey Epstein
1691,\bredacted\b,redacted,ng 16 all the names of people who are underage 17 have been redacted from these records. 18 MS. McCAWLEY: I think it was -- my 1,Jeffrey Epstein
1738,\b[jJ]ane\s+[dD]oe\b,Jane Doe,g the session 25 A. At one point he lifted up her shirt and Jane Doe 2 Jane Doe 2 Jane Doe 2 MAGNA LEGAL SERVICES Case 1:15-cv-0,
1738,\b[jJ]ane\s+[dD]oe\b,Jane Doe,on 25 A. At one point he lifted up her shirt and Jane Doe 2 Jane Doe 2 Jane Doe 2 MAGNA LEGAL SERVICES Case 1:15-cv-07433-LAP Do,
1738,\b[jJ]ane\s+[dD]oe\b,Jane Doe,one point he lifted up her shirt and Jane Doe 2 Jane Doe 2 Jane Doe 2 MAGNA LEGAL SERVICES Case 1:15-cv-07433-LAP Document 1327,
1745,\b[jJ]ane\s+[dD]oe\b,Jane Doe,e 2296 Public Records Request No.: 16-268 63 POGJEFOUJBM Ja Jane Doe 2 Mercedes Benz 600 2001 Black Mercedes Benz 600 1997 Black,
1746,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 2297 Public Records Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Muvico Parisian Bishop Water Co Carmine Giardinis Cest Si,
1748,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 2299 Public Records Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 Plumber Pool Tree Trimming Storage USA Car Det,
1748,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ublic Records Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 Plumber Pool Tree Trimming Storage USA Car Detailing Fost,
1749,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 2300 Public Records Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 FedEx Post Office Air Conditioning Awnings Cab,
1749,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ublic Records Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 FedEx Post Office Air Conditioning Awnings Cable Service,
1750,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 2301 Public Records Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 TRAVEL Pilots Larry Visoski Dave Rodgers Larry Morrison M,
1751,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 2302 Public Records Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Household Banking Account Bicycles Newspapers Magazines F,
1752,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 2303 Public Records Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Electrician Exterminator,
1752,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ublic Records Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Electrician Exterminator Garden Ser,
1752,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ds Request No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Electrician Exterminator Garden Service Garage,
1752,\b[jJ]ane\s+[dD]oe\b,Jane Doe,No.: 16-268 63 POGJEFOUJBM Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Electrician Exterminator Garden Service Garage Doors Gate,
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 2304 o.: 16-268 63 POGJEFOUJBM Jane Doe 2 J Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2,
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 2304 o.: 16-268 63 POGJEFOUJBM Jane Doe 2 J Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 2304 o.: 16-268 63 POGJEFOUJBM Jane Doe 2 J Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,.: 16-268 63 POGJEFOUJBM Jane Doe 2 J Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,3 POGJEFOUJBM Jane Doe 2 J Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,BM Jane Doe 2 J Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,2 J Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 -,
1753,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - sJ;t . - _,
